_id,Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
1384,1384,157818,2015-03-14T01:30:00,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,958666.079999999958090484142303466796875,RON,Offline,DA,NU,50760000-0,Repararea si intretinerea toaletelor publice (Rev.2)
1385,1385,157849,2015-03-14T01:30:00,Autoritatea Nationala pentru Protectia Drepturilor Copilului si Adoptie,33124978.0,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,22278056.6999999992549419403076171875,RON,Online,DA,DA,72262000-9,Servicii de dezvoltare software (Rev.2)
1386,1386,157814,2015-03-14T01:30:00,CN Aeroporturi Bucuresti SA,RO26490194,Ilfov,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,954000,EUR,Offline,DA,NU,34110000-1,Autoturisme (Rev.2)
1387,1387,157820,2015-03-14T01:30:00,Regia Autonoma a Domeniului Public Cluj-Napoca,RO201233,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,908840.400000000023283064365386962890625,RON,Offline,DA,NU,34134000-5,Camioane cu platforma si camioane basculante (Rev.2)
1388,1388,157829,2015-03-14T01:30:00,SPITALUL JUDETEAN DE URGENTA BACAU,4278728.0,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,973660,RON,Offline,DA,NU,33141641-5,Sonde (Rev.2)
1389,1389,157815,2015-03-14T01:30:00,Apavital SA Iasi,1959768.0,Iasi,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,5289574.74000000022351741790771484375,RON,Offline,DA,NU,44163160-9,Conducte de distributie si accesorii (Rev.2)
1390,1390,157805,2015-03-14T01:30:00,Spitalul Clinic de Urgenta Bagdasar-Arseni,4943871.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,56437929.439999997615814208984375,RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
1391,1391,157897,2015-03-16T13:07:47,CURTEA DE CONTURI A ROMANIEI,4265922.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,329032.3200000000069849193096160888671875,RON,Offline,NU,DA,90910000-9,Servicii de curatenie (Rev.2)
1392,1392,157856,2015-03-16T15:03:20,JUDETUL SALAJ,4494764.0,Salaj,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,185000,RON,Offline,NU,NU,79314000-8,Studiu de fezabilitate (Rev.2)
1393,1393,157862,2015-03-16T15:06:41,"SPITALUL JUDETEAN DE URGENTA""SFANTUL IOAN CEL NOU""SUCEAVA",4243983.0,Suceava,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,578303.040000000037252902984619140625,RON,Online,NU,NU,33652100-6,Antineoplazice (Rev.2)
1394,1394,157839,2015-03-16T15:12:46,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1455307.2299999999813735485076904296875,RON,Offline,NU,NU,09211000-1,Uleiuri lubrifiante si agenti lubrifianti (Rev.2)
1395,1395,157854,2015-03-16T15:18:57,COMUNA DAIA,5123675.0,Giurgiu,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,1829349,RON,Offline,NU,NU,45232150-8,Lucrari pentru conducte de alimentare cu apa (Rev.2)
1396,1396,157859,2015-03-16T15:20:12,AUTORITATEA FEROVIARA ROMANA - AFER,RO 4283163,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,356000,RON,Offline,NU,NU,30125100-2,Cartuse de toner (Rev.2)
1397,1397,157861,2015-03-16T15:21:28,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,674366,RON,Offline,NU,NU,45310000-3,Lucrari de instalatii electrice (Rev.2)
1398,1398,157865,2015-03-16T15:23:05,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,20165367.600000001490116119384765625,RON,Offline,NU,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
1399,1399,157867,2015-03-16T15:24:19,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,238680.2000000000116415321826934814453125,RON,Offline,NU,NU,09211820-5,Uleiuri minerale (Rev.2)
1400,1400,157920,2015-03-16T15:34:42,SECRETARIATUL GENERAL AL GUVERNULUI,4283422.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,590647.290000000037252902984619140625,RON,Online,NU,NU,64212000-5,Servicii de telefonie mobila (Rev.2)
1401,1401,157913,2015-03-16T15:43:13,Universitatea de Medicina si Farmacie din Craiova,10815397.0,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,545745.150000000023283064365386962890625,RON,Offline,NU,DA,33191110-9,Autoclave (Rev.2)
1402,1402,157845,2015-03-17T01:30:01,INSTITUTUL CLINIC FUNDENI,RO 4204003,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,13992334.90000000037252902984619140625,RON,Offline,DA,NU,33141200-2,Catetere (Rev.2)
1403,1403,157875,2015-03-17T01:30:01,UNIVERSITATEA TEHNICA GHEORGHE ASACHI DIN IASI,4701606.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,209389.7000000000116415321826934814453125,RON,Offline,DA,DA,38300000-8,Instrumente de masurare (Rev.2)
1404,1404,157918,2015-03-17T01:30:01,S.C. NOVA APASERV S.A. Botosani,RO26161230,Botosani,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,9675923.22000000067055225372314453125,RON,Offline,DA,DA,34144000-8,Autovehicule cu utilizare speciala (Rev.2)
1405,1405,157843,2015-03-17T01:30:01,Spitalul Clinic Judetean de Urgenta Craiova,5002142.0,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,4587513.559999999590218067169189453125,RON,Online,DA,NU,33793000-5,Sticlarie pentru laborator (Rev.2)
1406,1406,157924,2015-03-17T01:30:01,INSTITUTUL NATIONAL CERCETARE DEZVOLTARE PENTRU ECOLOGIE INDUSTRIALA,RO 3268360,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,738700,RON,Offline,DA,DA,34144000-8,Autovehicule cu utilizare speciala (Rev.2)
1407,1407,157870,2015-03-17T01:30:01,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209.0,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,29056141.1999999992549419403076171875,RON,Offline,DA,NU,33622600-2,Betablocanti (Rev.2)
1408,1408,157883,2015-03-17T01:30:01,"COMPANIA DE APA ""ARIES"" S.A.",RO 20330054,Cluj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,349430,RON,Offline,DA,DA,38416000-4,PH metre (Rev.2)
1409,1409,157844,2015-03-17T01:30:01,SPITALUL JUDETEAN - TR. SEVERIN,4222239.0,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1133245.4399999999441206455230712890625,RON,Online,DA,NU,33622300-9,Diuretice (Rev.2)
1410,1410,157846,2015-03-17T01:30:01,R. A.T. SRL,RO 2315129,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,10976000,RON,Offline,DA,NU,09134220-5,Motorina (EN 590) (Rev.2)
1411,1411,157869,2015-03-17T01:30:01,SPITALUL CLINIC JUDETEAN DE URGENTA CONSTANTA,4301103.0,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1075762,RON,Offline,DA,NU,33692400-1,Solutii pentru perfuzii (Rev.2)
1412,1412,157842,2015-03-17T01:30:01,Spitalul Clinic Judetean de Urgenta Craiova,5002142.0,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,73194072,RON,Online,DA,NU,33696200-7,Reactivi pentru analize de sange (Rev.2)
1413,1413,157864,2015-03-17T01:30:01,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,2939985,RON,Offline,DA,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
1414,1414,157868,2015-03-17T01:30:01,SPITALUL JUDETEAN DE URGENTA BRAILA,4342863.0,Braila,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,820000,RON,Online,DA,NU,50750000-7,Servicii de intretinere a ascensoarelor (Rev.2)
1415,1415,157919,2015-03-17T01:30:01,Serviciul de Telecomunicatii Speciale - UM 0731 Bucuresti,9910069.0,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,182175,EUR,Offline,DA,NU,50112000-3,Servicii de reparare si de intretinere a automobilelor (Rev.2)
1416,1416,157884,2015-03-17T01:30:01,"COMPANIA DE APA ""ARIES"" S.A.",RO 20330054,Cluj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,4208245,RON,Offline,DA,DA,16700000-2,Tractoare (Rev.2)
1417,1417,157866,2015-03-17T01:30:01,ACET S.A. Suceava,RO713519,Suceava,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,4393124,RON,Offline,DA,DA,32260000-3,Echipament de transmisie de date (Rev.2)
1418,1418,157840,2015-03-17T01:30:01,SPITALUL JUDETEAN ARGES,4122205.0,Arges,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,5343072,RON,Online,DA,NU,33111710-1,Accesorii pentru angiografie (Rev.2)
1419,1419,157860,2015-03-17T01:30:01,SPITAL CLINIC JUDETEAN DE URGENTA ORADEA,4208498.0,Bihor,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1053456,RON,Offline,DA,NU,33141300-3,Dispozitive de punctie venoasa si de prelevare de sange (Rev.2)
1420,1420,157863,2015-03-17T01:30:01,Spital Clinic Judetean de Urgenta Timisoara,4663448.0,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,39291770.880000002682209014892578125,RON,Offline,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
1421,1421,157852,2015-03-17T01:30:01,SPITALUL CLINIC SFANTA MARIA,4382558.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3848989.200000000186264514923095703125,RON,Offline,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
1422,1422,157857,2015-03-17T01:30:01,Spitalul Clinic de Boli Infectioase Constanta,15113490.0,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,36646621.20000000298023223876953125,RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
1423,1423,157886,2015-03-17T01:30:01,"COMPANIA DE APA ""ARIES"" S.A.",RO 20330054,Cluj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1310756.3999999999068677425384521484375,RON,Offline,DA,DA,42961200-2,Sisteme Scada sau sisteme echivalente (Rev.2)
1424,1424,157848,2015-03-17T01:30:01,REGIA AUTONOMA AEROPORT CRAIOVA,RO 10300854,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1209677,RON,Offline,DA,NU,34960000-4,Echipament aeroportuar (Rev.2)
1425,1425,157838,2015-03-17T01:30:01,SPITALUL JUDETEAN - TR. SEVERIN,4222239.0,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,4679539.200000000186264514923095703125,RON,Online,DA,NU,33610000-9,Medicamente pentru tractul digestiv si metabolism (Rev.2)
1426,1426,157851,2015-03-17T01:30:01,Compania de Apa Somes S.A.,R 201217,Cluj,Servicii,DA,Negociere,Pretul cel mai scazut,846329,EUR,Offline,DA,NU,50511100-1,Servicii de reparare si de intretinere a pompelor de lichid (Rev.2)
1427,1427,157874,2015-03-17T01:30:01,UNIVERSITATEA TEHNICA GHEORGHE ASACHI DIN IASI,4701606.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,637079.30000000004656612873077392578125,RON,Offline,DA,DA,38121000-9,Anemometre (Rev.2)
1428,1428,157871,2015-03-17T01:30:01,TEAMNET INTERNATIONAL,RO 13904073,Prahova,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,3066015,RON,Online,DA,DA,73110000-6,Servicii de cercetare (Rev.2)
1429,1429,157850,2015-03-17T01:30:01,Spitalul Clinic de Urgenta Bucuresti,4505332.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,10405656,RON,Offline,DA,NU,33140000-3,Consumabile medicale (Rev.2)
1430,1430,157879,2015-03-17T14:48:17,SPITALUL CLINIC DE RECUPERARE IASI,4541092.0,Iasi,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,482832,RON,Online,NU,NU,50421000-2,Servicii de reparare si de intretinere a echipamentului medical (Rev.2)
1431,1431,157885,2015-03-17T14:57:39,Directia Generala de Asistenta Sociala si Protectia Copilului Iasi,9899076.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,519372.98999999999068677425384521484375,RON,Offline,NU,NU,03142500-3,Oua (Rev.2)
1432,1432,157909,2015-03-17T15:41:08,SERVICIUL PUBLIC PAVAJE SPATII VERZI,13939144.0,Calarasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,378000,RON,Offline,NU,NU,09134200-9,Motorina (Rev.2)
1433,1433,157914,2015-03-17T15:43:08,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,5010693.83000000007450580596923828125,RON,Offline,NU,NU,45233140-2,Lucrari de drumuri (Rev.2)
1434,1434,157915,2015-03-17T15:43:37,Penitenciarul cu Regim de Maxima Siguranta Bucuresti,4193095.0,Ilfov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,133010.39999999999417923390865325927734375,RON,Online,NU,NU,15131130-5,Carnati (Rev.2)
1435,1435,157923,2015-03-17T16:01:24,MINISTERUL AFACERILOR INTERNE,4267095.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,247741.7000000000116415321826934814453125,RON,Online,NU,NU,30125110-5,Toner pentru imprimantele laser/faxuri (Rev.2)
1436,1436,157876,2015-03-17T16:06:26,TRANSPORT CALATORI EXPRESS SA PLOIESTI,1355770.0,Prahova,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,499600,RON,Offline,NU,NU,34350000-5,Pneuri pentru sarcina mica si mare (Rev.2)
1437,1437,157881,2015-03-17T16:06:55,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,163089,RON,Online,NU,NU,66516100-1,Servicii de asigurare de raspundere civila auto (Rev.2)
1438,1438,157887,2015-03-17T16:08:15,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,8310,RON,Offline,NU,NU,39226220-0,Recipiente (Rev.2)
1439,1439,157894,2015-03-17T16:11:23,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,280000,RON,Offline,NU,NU,71320000-7,Servicii de conceptie tehnica (Rev.2)
1440,1440,157900,2015-03-17T16:12:52,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,549476,RON,Offline,NU,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
1441,1441,157907,2015-03-17T16:15:17,UNIVERSITATEA DUNAREA DE JOS,3127522.0,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,74804,RON,Offline,NU,NU,30213100-6,Computere portabile (Rev.2)
1442,1442,157908,2015-03-17T16:17:23,SOCIETATEA NATIONALA DE INCHIDERI MINE VALEA JIULUI SA,RO30859649,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1685848.5,RON,Offline,NU,NU,44313000-7,Plasa metalica (Rev.2)
1443,1443,157910,2015-03-17T16:17:57,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,1397509.5,RON,Offline,NU,NU,50532100-4,Servicii de reparare si de intretinere a motoarelor electrice (Rev.2)
1444,1444,157906,2015-03-18T01:30:00,"Asociatia Universitatilor, a Institutelor de Cercetare – Dezvoltare si a Bibliotecilor Centrale Universitare din România",29489879.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,31647097.57999999821186065673828125,RON,Online,DA,NU,72320000-4,Servicii de baze de date (Rev.2)
1445,1445,157890,2015-03-18T01:30:00,SPITAL CLINIC JUDETEAN DE URGENTA ORADEA,4208498.0,Bihor,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1349966.5,RON,Offline,DA,NU,33141310-6,Seringi (Rev.2)
1446,1446,157891,2015-03-18T01:30:00,SPITALUL CLINIC NICOLAE MALAXA,4203938.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,4925302.5,RON,Offline,DA,NU,33141121-4,Suturi chirurgicale (Rev.2)
1447,1447,157921,2015-03-18T01:30:00,Inspectoratul pentru Situatii de Urgenta Avram Iancu al judetului Cluj,4288152.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3360000,RON,Online,DA,NU,09134220-5,Motorina (EN 590) (Rev.2)
1448,1448,157873,2015-03-18T01:30:00,SPITALUL JUDETEAN - TR. SEVERIN,4222239.0,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,981125.28000000002793967723846435546875,RON,Online,DA,NU,33621400-3,Substituenti de plasma sanguina si solutii pentru perfuzii (Rev.2)
1449,1449,157899,2015-03-18T01:30:00,MUNICIPIUL TARGOVISTE,4279944.0,Dambovita,Servicii,NU,Negociere,Pretul cel mai scazut,7439850,RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
1450,1450,157882,2015-03-18T01:30:00,PRIMARIA MUNICIPIULUI RAMNICU SARAT,2406871.0,Buzau,Servicii,NU,Negociere,Pretul cel mai scazut,8329545,RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
1451,1451,157911,2015-03-18T01:30:00,TEATRUL MARIA FILOTTI,4343176.0,Braila,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,669354,RON,Offline,DA,NU,34121500-6,Autocare (Rev.2)
1452,1452,157916,2015-03-18T01:30:00,UNITATEA MILITARA 0461 BUCURESTI,4204224.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,27843513.429999999701976776123046875,RON,Offline,DA,NU,35811300-5,Uniforme militare (Rev.2)
1453,1453,157878,2015-03-18T01:30:00,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209.0,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1084890,RON,Offline,DA,NU,35113200-1,"Echipament de protectie impotriva agentilor nucleari, biologici, chimici si radiologici (Rev.2)"
1454,1454,157893,2015-03-18T01:30:00,SC AMENAJARE EDILITARA SI SALUBRIZARE S.A.,27515874.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,967741.9799999999813735485076904296875,RON,Offline,DA,NU,09134200-9,Motorina (Rev.2)
1455,1455,157902,2015-03-18T01:30:00,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,4288080.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,7162420,RON,Online,DA,NU,33183100-7,Implanturi ortopedice (Rev.2)
1456,1456,157889,2015-03-18T01:30:00,SPITAL MUNICIPAL RAMNICU SARAT,4697653.0,Buzau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,9815000,RON,Online,DA,NU,33115000-9,Aparate de tomografie (Rev.2)
1457,1457,157880,2015-03-18T01:30:00,SPITALUL JUDETEAN DE URGENTA VASLUI,3551942.0,Vaslui,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,6946653.200000000186264514923095703125,RON,Online,DA,NU,33621000-9,Medicamente pentru sange si pentru organele hematopoietice (Rev.2)
1458,1458,157896,2015-03-18T01:30:00,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209.0,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,699186.150000000023283064365386962890625,RON,Offline,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
1459,1459,157901,2015-03-18T01:30:00,Administratia Domeniului Public Pitesti,RO 4122213,Arges,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1250865,RON,Offline,DA,NU,14210000-6,"Pietris, nisip, piatra concasata si agregate (Rev.2)"
1460,1460,157917,2015-03-18T01:30:00,DIRECTIA GENERALA DE POLITIE LOCALA SECTOR 4,18188811.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1840112.8999999999068677425384521484375,RON,Offline,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
1461,1461,157925,2015-03-18T01:30:00,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102.0,Dolj,Furnizare,DA,Negociere,Pretul cel mai scazut,4000000,RON,Offline,DA,NU,31213000-2,Echipament de distributie (Rev.2)
1462,1462,157927,2015-03-18T01:30:00,CENTRU DE ONCOLOGIE DROBETA TURNU SEVERIN,29015247.0,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3516072,RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
1463,1463,157892,2015-03-18T01:30:00,SPITALUL CLINIC FILANTROPIA,4532388.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,10915890,RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
1464,1464,157888,2015-03-18T01:30:00,Compania APA Brasov,R1096128,Brasov,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1845000,RON,Online,DA,NU,34100000-8,Autovehicule (Rev.2)
1465,1465,157944,2015-03-18T01:30:00,Compania Judeteana Apa Serv S.A. Neamt,RO15346437,Neamt,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1850000,RON,Offline,DA,DA,34221100-3,Unitati mobile de interventie (Rev.2)
1466,1466,157938,2015-03-18T01:30:00,JUDETUL ILFOV - CONSILIUL JUDETEAN,4192545.0,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,7559055,RON,Offline,DA,DA,71240000-2,"Servicii de arhitectura, de inginerie si de planificare (Rev.2)"
1467,1467,157898,2015-03-18T01:30:00,TRANSPORT CALATORI EXPRESS SA PLOIESTI,1355770.0,Prahova,Furnizare,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,4095000,EUR,Online,DA,NU,34121400-5,Autobuze cu podea joasa (Rev.2)
1468,1468,157904,2015-03-18T01:30:00,ELECTRICA S.A.,RO  13267221,Bucuresti,Furnizare,DA,Negociere,Oferta cea mai avantajoasa d.p.d.v. economic,48974167.600000001490116119384765625,RON,Offline,DA,NU,38554000-3,Contoare de electricitate (Rev.2)
1469,1469,157922,2015-03-18T01:30:00,Municipiul Sebes,4331201.0,Alba,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,970200,RON,Online,DA,NU,34144213-4,Vehicule de stingere a incendiilor (Rev.2)
1470,1470,157877,2015-03-18T01:30:00,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209.0,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,5412348,RON,Offline,DA,NU,32354100-0,Filme pentru radiologii (Rev.2)
1471,1471,157948,2015-03-18T01:30:00,SPITALUL UNIVERSITAR DE URGENTA ELIAS,4192537.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,944400,RON,Online,DA,NU,33181520-3,Consumabile pentru dializa renala (Rev.2)
1472,1472,157895,2015-03-18T01:30:00,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,14751237.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1111250,RON,Offline,DA,NU,38433300-2,Analizoare de spectru (Rev.2)
1473,1473,157926,2015-03-18T01:30:00,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,201805939,RON,Offline,DA,NU,45233144-0,Lucrari de constructii de supratraversari (Rev.2)
1474,1474,157952,2015-03-18T01:30:00,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Buzau,4299810.0,Buzau,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,6644024.2699999995529651641845703125,RON,Offline,DA,NU,85200000-1,Servicii veterinare (Rev.2)
